0000019621	0000000001	46.882637	-96.777870	0	0
0000019621	0000000002	46.883110	-96.777878	52	12
0000019621	0000000003	46.883118	-96.778641	110	26
0000019621	0000000004	46.884640	-96.778618	279	46
0000019621	0000000005	46.885830	-96.778625	412	61
0000019621	0000000006	46.886719	-96.778618	510	72
0000019621	0000000007	46.888229	-96.778648	678	92
0000019621	0000000008	46.888550	-96.778641	714	96
0000019621	0000000009	46.888550	-96.777878	772	105
0000019621	0000000010	46.888588	-96.777145	828	113
0000019621	0000000011	46.890350	-96.777176	1024	135
0000019621	0000000012	46.891869	-96.777145	1193	154
0000019621	0000000013	46.892651	-96.777115	1280	164
0000019621	0000000014	46.893867	-96.777130	1415	179
0000019621	0000000015	46.894608	-96.777145	1497	186
0000019621	0000000016	46.896069	-96.777130	1660	201
0000019621	0000000017	46.896717	-96.777115	1732	208
0000019621	0000000018	46.897301	-96.777077	1797	214
0000019621	0000000019	46.897900	-96.777008	1864	220
0000019621	0000000020	46.898430	-96.777008	1923	225
0000019621	0000000021	46.899208	-96.777008	2009	233
0000019621	0000000022	46.900280	-96.776978	2128	244
0000019621	0000000023	46.900478	-96.776978	2150	246
0000019621	0000000024	46.900810	-96.776955	2187	249
0000019621	0000000025	46.901287	-96.776955	2240	254
0000019621	0000000026	46.902058	-96.776947	2326	262
0000019621	0000000027	46.902660	-96.776924	2393	268
0000019621	0000000028	46.903160	-96.776924	2449	273
0000019621	0000000029	46.904789	-96.776848	2630	289
0000019621	0000000030	46.904858	-96.776848	2637	290
0000019621	0000000031	46.905628	-96.776855	2723	298
0000019621	0000000032	46.906437	-96.776855	2813	306
0000019621	0000000033	46.906418	-96.775734	2898	332
0000019621	0000000034	46.906437	-96.775536	2914	336
0000019621	0000000035	46.906498	-96.775360	2929	341
0000019621	0000000036	46.906578	-96.775200	2944	345
0000019621	0000000037	46.906570	-96.774986	2960	350
0000019621	0000000038	46.906578	-96.774910	2966	352
0000019622	0000000001	46.869980	-96.772415	0	0
0000019622	0000000002	46.870670	-96.772415	76	6
