0000030253	0000000001	46.849968	-96.809151	0	0
0000030253	0000000002	46.850239	-96.809151	30	4
0000030253	0000000003	46.850719	-96.809135	83	11
0000030253	0000000004	46.851891	-96.809097	213	27
0000030253	0000000005	46.851978	-96.809120	223	29
0000030253	0000000006	46.852100	-96.809120	237	30
0000030253	0000000007	46.852310	-96.809097	260	33
0000030253	0000000008	46.853279	-96.809090	368	47
0000030253	0000000009	46.853680	-96.809105	412	53
0000030253	0000000010	46.854309	-96.809120	482	62
0000030253	0000000011	46.854309	-96.808426	535	69
0000030253	0000000012	46.854309	-96.807587	599	78
0000030253	0000000013	46.854321	-96.806107	711	93
0000030253	0000000014	46.854340	-96.804611	825	108
0000030253	0000000015	46.854340	-96.803055	943	124
0000030253	0000000016	46.854347	-96.801529	1059	139
0000030253	0000000017	46.854340	-96.800041	1172	154
0000030253	0000000018	46.854328	-96.799164	1239	163
0000030253	0000000019	46.854340	-96.798515	1288	170
0000030253	0000000020	46.853489	-96.798538	1382	183
0000030253	0000000021	46.852787	-96.798546	1460	193
0000030254	0000000001	46.812698	-96.857628	0	0
0000030254	0000000002	46.812698	-96.857697	5	1
0000030254	0000000003	46.812717	-96.857880	19	3
0000030254	0000000004	46.812740	-96.857994	28	5
0000030254	0000000005	46.812778	-96.858086	36	6
0000030254	0000000006	46.812840	-96.858185	47	8
0000030254	0000000007	46.812901	-96.858238	54	10
0000030254	0000000008	46.812958	-96.858276	61	11
0000030254	0000000009	46.813019	-96.858299	68	12
0000030254	0000000010	46.813160	-96.858299	84	15
0000030254	0000000011	46.813248	-96.858299	94	17
0000030254	0000000012	46.813328	-96.858345	103	18
0000030254	0000000013	46.813709	-96.858757	156	28
0000030254	0000000014	46.814270	-96.857635	262	47
0000030254	0000000015	46.814709	-96.858101	323	63
0000030254	0000000016	46.814930	-96.858315	352	71
0000030254	0000000017	46.815018	-96.858421	365	74
0000030254	0000000018	46.814899	-96.858711	391	78
0000030254	0000000019	46.814838	-96.858910	407	81
0000030254	0000000020	46.814800	-96.859116	424	84
0000030254	0000000021	46.814751	-96.859367	444	87
0000030254	0000000022	46.814728	-96.859596	461	90
0000030254	0000000023	46.814720	-96.859856	481	94
0000030254	0000000024	46.814709	-96.860268	512	99
0000030254	0000000025	46.814697	-96.861008	569	108
0000030254	0000000026	46.814697	-96.861069	574	109
0000030254	0000000027	46.814697	-96.861206	584	111
0000030254	0000000028	46.814739	-96.861206	589	111
0000030254	0000000029	46.816830	-96.861275	821	131
0000030254	0000000030	46.817348	-96.861320	879	135
0000030254	0000000031	46.818310	-96.861351	986	144
0000030254	0000000032	46.818428	-96.861359	999	145
