0000036548	0000000001	46.853168	-96.876167	0	0
0000036548	0000000002	46.853149	-96.875160	76	15
0000036548	0000000003	46.852238	-96.875198	177	31
0000036548	0000000004	46.852009	-96.875198	203	34
0000036548	0000000005	46.851917	-96.875191	213	36
0000036548	0000000006	46.851818	-96.875168	224	38
0000036548	0000000007	46.851749	-96.875130	232	39
0000036548	0000000008	46.851658	-96.875069	244	41
0000036548	0000000009	46.851498	-96.875000	262	44
0000036548	0000000010	46.851448	-96.874977	268	44
0000036548	0000000011	46.851379	-96.874954	276	46
0000036548	0000000012	46.851337	-96.874939	281	46
0000036548	0000000013	46.851288	-96.874939	286	47
0000036548	0000000014	46.851238	-96.874939	292	48
0000036548	0000000015	46.851128	-96.874947	304	50
0000036548	0000000016	46.851120	-96.873421	420	63
0000036548	0000000017	46.851097	-96.872559	486	70
0000036548	0000000018	46.851078	-96.871681	552	77
0000036548	0000000019	46.851078	-96.871040	601	82
0000036548	0000000020	46.851070	-96.870369	652	88
0000036548	0000000021	46.851059	-96.868980	758	99
0000036548	0000000022	46.851040	-96.868034	830	107
0000036548	0000000023	46.851028	-96.867447	874	111
0000036548	0000000024	46.851028	-96.866470	949	120
0000036548	0000000025	46.851017	-96.865646	1011	126
0000036548	0000000026	46.851009	-96.864967	1063	132
0000036548	0000000027	46.850990	-96.863670	1162	143
0000036548	0000000028	46.850990	-96.863304	1190	146
0000036548	0000000029	46.850990	-96.863228	1195	146
0000036548	0000000030	46.850990	-96.862686	1237	151
0000036548	0000000031	46.850979	-96.862511	1250	152
0000036548	0000000032	46.850910	-96.862366	1263	153
0000036548	0000000033	46.850868	-96.862297	1270	154
0000036548	0000000034	46.850830	-96.862251	1276	155
0000036548	0000000035	46.850788	-96.862206	1282	156
0000036548	0000000036	46.850677	-96.862091	1297	157
0000036548	0000000037	46.849880	-96.862106	1385	167
0000036548	0000000038	46.849529	-96.862106	1424	171
0000036548	0000000039	46.849339	-96.862114	1446	173
0000036548	0000000040	46.848919	-96.862076	1492	179
0000036548	0000000041	46.847939	-96.862129	1602	191
0000036548	0000000042	46.847729	-96.862129	1625	193
0000036548	0000000043	46.847649	-96.862129	1634	194
0000036548	0000000044	46.847507	-96.862129	1649	196
0000036548	0000000045	46.847347	-96.862129	1667	198
0000036548	0000000046	46.846809	-96.862129	1727	204
0000036548	0000000047	46.846157	-96.862129	1800	212
0000036548	0000000048	46.845867	-96.862114	1832	216
0000036548	0000000049	46.845230	-96.862106	1903	224
0000036548	0000000050	46.844479	-96.862129	1986	233
0000036548	0000000051	46.844128	-96.862129	2025	237
0000036548	0000000052	46.844059	-96.862129	2033	238
0000036548	0000000053	46.843998	-96.862137	2040	239
0000036548	0000000054	46.842140	-96.862144	2246	261
0000036548	0000000055	46.841999	-96.862160	2262	263
0000036548	0000000056	46.841999	-96.862999	2326	271
0000036548	0000000057	46.842010	-96.863708	2380	279
0000036548	0000000058	46.842018	-96.864517	2441	287
0000036548	0000000059	46.842030	-96.865540	2519	297
0000036548	0000000060	46.842018	-96.865677	2530	298
0000036548	0000000061	46.841999	-96.865860	2544	300
0000036548	0000000062	46.841988	-96.865891	2547	301
0000036548	0000000063	46.841919	-96.866158	2568	303
0000036548	0000000064	46.841827	-96.866440	2592	307
0000036548	0000000065	46.841820	-96.866470	2595	307
0000036548	0000000066	46.841507	-96.866951	2645	314
0000036548	0000000067	46.841419	-96.867111	2661	316
0000036548	0000000068	46.841290	-96.867386	2686	319
0000036548	0000000069	46.841240	-96.867516	2697	320
0000036548	0000000070	46.841198	-96.867668	2710	322
0000036548	0000000071	46.841190	-96.867760	2717	323
0000036548	0000000072	46.840889	-96.867737	2750	332
0000036548	0000000073	46.840889	-96.868370	2798	345
0000036548	0000000074	46.840588	-96.868378	2832	360
0000036549	0000000001	46.856628	-96.800018	0	0
0000036549	0000000002	46.857639	-96.800011	112	14
0000036549	0000000003	46.857639	-96.799629	141	24
0000036549	0000000004	46.857639	-96.799271	168	34
0000036549	0000000005	46.857639	-96.798767	206	47
0000036549	0000000006	46.857628	-96.798470	229	55
